"Index","Open","High","Low","Close","Volume","Adjusted"
2016-09-16,124.809998,125.25,124.669998,125.059998,18995100,125.059998
2016-09-19,125.610001,125.620003,125.25,125.32,4945500,125.32
2016-09-20,125.309998,125.589996,125.169998,125.440002,5672000,125.440002
2016-09-21,126.330002,127.419998,125.959999,127.269997,13646400,127.269997
2016-09-22,127.57,128.199997,127.5,127.57,15188000,127.57
2016-09-23,127.599998,127.860001,127.43,127.650002,7702300,127.650002
2016-09-26,127.959999,128.039993,127.419998,127.550003,5842700,127.550003
2016-09-27,126.860001,126.900002,126.339996,126.620003,6220700,126.620003
2016-09-28,126.25,126.400002,125.730003,126.220001,6757700,126.220001
2016-09-29,125.839996,126.339996,125.540001,126.07,7448400,126.07
2016-09-30,126.519997,126.550003,125.239998,125.639999,11204300,125.639999
2016-10-03,125.32,125.459999,124.900002,125.32,9044100,125.32
2016-10-04,123.160004,123.18,120.860001,120.970001,24372700,120.970001
2016-10-05,121.330002,121.589996,120.400002,120.779999,14718100,120.779999
2016-10-06,119.690002,119.980003,119.239998,119.660004,17917700,119.660004
2016-10-07,120.489998,120.580002,118.419998,119.739998,17907300,119.739998
2016-10-10,119.739998,120.419998,119.739998,120.160004,4402600,120.160004
2016-10-11,119.919998,120.160004,119.529999,119.550003,6065300,119.550003
2016-10-12,119.720001,120.07,119.290001,119.739998,4848600,119.739998
2016-10-13,120,120.419998,119.800003,120.029999,7184600,120.029999
2016-10-14,119.370003,120.160004,119.290001,119.360001,6577300,119.360001
2016-10-17,119.699997,119.919998,119.580002,119.68,4777900,119.68
2016-10-18,120.080002,120.639999,119.82,120.419998,4612500,120.419998
2016-10-19,121.129997,121.459999,120.889999,121.110001,6019800,121.110001
2016-10-20,121.389999,121.589996,120.629997,120.739998,6496700,120.739998
2016-10-21,120.900002,120.93,120.550003,120.830002,6707800,120.830002
2016-10-24,121.279999,121.300003,120.160004,120.559998,5481100,120.559998
2016-10-25,120.889999,121.760002,120.860001,121.470001,6141100,121.470001
2016-10-26,121.370003,121.529999,120.610001,120.790001,3905900,120.790001
2016-10-27,121.110001,121.18,120.75,121.010002,4336000,121.010002
2016-10-28,121.199997,122.480003,120.809998,121.580002,11639900,121.580002
2016-10-31,121.510002,122,121.230003,121.940002,7722100,121.940002
2016-11-01,122.800003,123.209999,122.57,122.730003,13384300,122.730003
2016-11-02,123.760002,124.760002,123.559998,123.639999,15692400,123.639999
2016-11-03,123.360001,124.330002,123.349998,124.300003,10093100,124.300003
2016-11-04,124.400002,124.540001,124.040001,124.389999,8594600,124.389999
2016-11-07,122.660004,122.709999,121.879997,122.150002,10015000,122.150002
2016-11-08,122.120003,123.089996,121.360001,121.639999,9173700,121.639999
2016-11-09,124.300003,124.349998,121.110001,121.559998,18236500,121.559998
2016-11-10,121.519997,121.540001,119.379997,119.75,22268000,119.75
2016-11-11,119.650002,119.690002,116.230003,117.099998,20381800,117.099998
2016-11-14,116.120003,117.139999,115.489998,116.110001,20431800,116.110001
2016-11-15,116.459999,117.239998,116.290001,117.120003,9348600,117.120003
2016-11-16,117.269997,117.269997,116.580002,116.769997,5269900,116.769997
2016-11-17,116.910004,117.220001,115.440002,116.169998,10342300,116.169998
2016-11-18,115.519997,115.769997,114.959999,115.150002,10444300,115.150002
2016-11-21,115.720001,115.940002,115.290001,115.580002,6654200,115.580002
2016-11-22,115.720001,115.790001,114.980003,115.540001,6391900,115.540001
2016-11-23,113.870003,113.879997,112.650002,113.25,20864900,113.25
2016-11-25,113.419998,113.510002,112.349998,112.610001,5345900,112.610001
2016-11-28,113.230003,113.839996,112.769997,113.800003,5655400,113.800003
2016-11-29,112.760002,113.480003,112.690002,113.269997,7438600,113.269997
2016-11-30,112.690002,112.790001,111.5,111.75,10925500,111.75
2016-12-01,111.110001,111.989998,110.629997,111.540001,10237000,111.540001
2016-12-02,111.889999,112.32,111.779999,112.139999,7416500,112.139999
2016-12-05,111.150002,112.110001,110.309998,111.540001,10187900,111.540001
2016-12-06,111.690002,112.029999,111.190002,111.43,5533700,111.43
2016-12-07,112.129997,112.5,111.769997,111.830002,4901800,111.830002
2016-12-08,111.720001,111.870003,111.459999,111.57,5977800,111.57
2016-12-09,111.18,111.25,110.190002,110.400002,10507700,110.400002
2016-12-12,110.589996,111.110001,110.269997,110.82,6156700,110.82
2016-12-13,110.57,110.790001,110.059998,110.449997,7961600,110.449997
2016-12-14,110.949997,110.980003,108.519997,108.830002,12933600,108.830002
2016-12-15,107.849998,107.989998,107,107.339996,14427500,107.339996
2016-12-16,107.949997,108.779999,107.480003,108.050003,9817300,108.050003
2016-12-19,108.599998,108.879997,108.339996,108.589996,5339100,108.589996
2016-12-20,107.470001,108,107.290001,107.790001,7321100,107.790001
2016-12-21,108.25,108.309998,107.68,107.849998,5188700,107.849998
2016-12-22,107.68,108.099998,107.489998,107.589996,4942800,107.589996
2016-12-23,107.839996,108.25,107.800003,107.93,5008300,107.93
2016-12-27,108.610001,108.669998,108.239998,108.559998,3685500,108.559998
2016-12-28,108.400002,108.910004,108.290001,108.860001,5091200,108.860001
2016-12-29,109.230003,110.529999,109.160004,110.290001,7513500,110.290001
2016-12-30,110.379997,110.620003,109.529999,109.610001,8873700,109.610001
2017-01-03,109.620003,111,109.370003,110.470001,7527400,110.470001
2017-01-04,111.059998,111.220001,110.610001,110.860001,4904100,110.860001
2017-01-05,112.160004,112.940002,112.07,112.580002,9606800,112.580002
2017-01-06,111.809998,112.379997,111.57,111.75,7686100,111.75
2017-01-09,112.389999,113.040001,112.18,112.669998,5353200,112.669998
2017-01-10,112.940002,113.449997,112.639999,113.150002,6093400,113.150002
2017-01-11,112.870003,114.190002,112.169998,113.5,9918700,113.5
2017-01-12,114.519997,114.93,113.809998,113.910004,8457300,113.910004
2017-01-13,113.650002,114.309998,113.190002,114.209999,7261500,114.209999
2017-01-17,115.889999,115.959999,115.5,115.849998,9108900,115.849998
2017-01-18,115.739998,115.919998,114.559998,114.870003,6498100,114.870003
2017-01-19,114.32,114.959999,113.940002,114.769997,6437000,114.769997
2017-01-20,114.650002,115.760002,114.32,115.050003,12261500,115.050003
2017-01-23,115.510002,116.169998,115.199997,115.790001,6373100,115.790001
2017-01-24,115.690002,116.019997,114.940002,115.269997,5798800,115.269997
2017-01-25,114.139999,114.440002,113.68,114.32,6697500,114.32
2017-01-26,113.239998,113.510002,112.830002,113.260002,5390500,113.260002
2017-01-27,112.93,113.550003,112.809998,113.489998,6706600,113.489998
2017-01-30,113.610001,114.300003,113.540001,113.970001,7687800,113.970001
2017-01-31,115.269997,115.82,115.18,115.550003,10421900,115.550003
2017-02-01,114.660004,115.449997,114.139999,115.199997,6932900,115.199997
2017-02-02,116.260002,116.57,115.629997,115.839996,7189500,115.839996
2017-02-03,115.730003,116.370003,115.709999,116.129997,9455500,116.129997
2017-02-06,117.07,117.739998,116.739998,117.699997,8547800,117.699997
2017-02-07,117.309998,117.739998,117.199997,117.459999,8621000,117.459999
2017-02-08,118.089996,118.589996,117.809998,118.190002,9633400,118.190002
2017-02-09,118.190002,118.580002,117.199997,117.290001,8177200,117.290001
2017-02-10,116.68,117.860001,116.669998,117.599998,9072100,117.599998
2017-02-13,116.730003,116.949997,116.150002,116.800003,7354900,116.800003
2017-02-14,117.510002,117.559998,116.379997,116.93,6920800,116.93
2017-02-15,116.330002,117.480003,116.25,117.449997,7088400,117.449997
2017-02-16,117.93,118.349998,117.830002,118.080002,6378700,118.080002
2017-02-17,118.190002,118.400002,117.620003,117.68,7338100,117.68
2017-02-21,117.040001,118,116.769997,117.75,6166900,117.75
2017-02-22,117.860001,118.019997,117.239998,117.910004,6057200,117.910004
2017-02-23,118.760002,119.160004,118.68,118.940002,7523300,118.940002
2017-02-24,119.739998,119.879997,119.25,119.699997,9809000,119.699997
2017-02-27,119.730003,120.400002,119.120003,119.120003,9263500,119.120003
2017-02-28,119.709999,119.839996,118.82,119.230003,8727800,119.230003
2017-03-01,117.980003,119.120003,117.949997,119.059998,8679600,119.059998
2017-03-02,117.760002,118.339996,117.230003,117.580002,10986300,117.580002
2017-03-03,116.949997,117.730003,116.440002,117.510002,10665800,117.510002
2017-03-06,117.349998,117.349998,116.629997,116.720001,4883500,116.720001
2017-03-07,116.129997,116.25,115.620003,115.779999,6846300,115.779999
2017-03-08,114.989998,115.360001,114.949997,115.059998,7620900,115.059998
2017-03-09,114.779999,115.029999,114.410004,114.470001,6410900,114.470001
2017-03-10,114.449997,114.730003,114.129997,114.720001,7929500,114.720001
2017-03-13,114.629997,114.910004,114.510002,114.739998,5807400,114.739998
2017-03-14,114.540001,115.010002,114.029999,114.120003,5301800,114.120003
2017-03-15,114.290001,116.25,114.019997,116.25,13524100,116.25
2017-03-16,117.269997,117.290001,116.690002,116.730003,9322000,116.730003
2017-03-17,117.040001,117.269997,116.910004,116.989998,4683000,116.989998
2017-03-20,117.309998,117.599998,117.209999,117.510002,4000200,117.510002
2017-03-21,117.769997,118.800003,117.760002,118.540001,9567900,118.540001
2017-03-22,118.870003,119.150002,118.68,118.830002,7287400,118.830002
2017-03-23,119.150002,119.25,118.32,118.669998,6201100,118.669998
2017-03-24,118.5,119.209999,118.389999,118.860001,6879600,118.860001
2017-03-27,119.93,120.080002,119.269997,119.529999,8519600,119.529999
2017-03-28,119.739998,119.830002,118.779999,119.040001,7112800,119.040001
2017-03-29,119.220001,119.449997,119.050003,119.330002,4911000,119.330002
2017-03-30,118.769997,119.120003,118.32,118.470001,6894600,118.470001
2017-03-31,118.610001,119.080002,118.459999,118.720001,8520800,118.720001
2017-04-03,118.690002,119.370003,118.669998,119.349998,6105700,119.349998
2017-04-04,119.589996,119.769997,119.379997,119.620003,4687300,119.620003
2017-04-05,118.620003,119.629997,118.400002,119.620003,8106000,119.620003
2017-04-06,119.220001,119.419998,118.980003,119.18,4633500,119.18
2017-04-07,120.300003,120.669998,119.139999,119.459999,12351100,119.459999
2017-04-10,119.040001,119.690002,118.849998,119.459999,4623700,119.459999
2017-04-11,120.330002,121.400002,120.290001,121.190002,12455300,121.190002
2017-04-12,121.379997,122.220001,121.139999,122.019997,9502500,122.019997
2017-04-13,122.540001,122.650002,122.029999,122.599998,9892600,122.599998
2017-04-17,122.550003,123.07,121.989998,122.239998,8469600,122.239998
2017-04-18,122.43,123.029999,121.730003,122.82,10903700,122.82
2017-04-19,122.25,122.260002,121.279999,121.730003,8472700,121.730003
2017-04-20,121.82,122.169998,121.5,121.959999,11787300,121.959999
2017-04-21,122.139999,122.610001,121.730003,122.309998,15608000,122.309998
2017-04-24,120.769997,121.510002,120.660004,121.480003,11053600,121.480003
2017-04-25,120.529999,120.870003,120.050003,120.25,10344800,120.25
2017-04-26,120.209999,120.959999,119.870003,120.839996,9758800,120.839996
2017-04-27,120.419998,120.599998,119.970001,120.389999,8267000,120.389999
2017-04-28,120.339996,120.769997,120.269997,120.769997,8928200,120.769997
2017-05-01,120.209999,120.75,119.349998,119.669998,9331800,119.669998
2017-05-02,119.300003,119.650002,119.239998,119.650002,4900800,119.650002
2017-05-03,119.18,119.339996,117.919998,117.980003,10811100,117.980003
2017-05-04,116.809998,117.279999,116.629997,116.790001,12406900,116.790001
2017-05-05,116.860001,117.07,116.68,117.010002,7127200,117.010002
2017-05-08,117.029999,117.139999,116.68,116.75,5438400,116.75
2017-05-09,116.18,116.239998,115.559998,116.050003,6801300,116.050003
2017-05-10,116.419998,116.5,115.860001,116.040001,4290500,116.040001
2017-05-11,116.209999,116.849998,116.190002,116.5,6274400,116.5
2017-05-12,117.07,117.160004,116.730003,116.830002,5434500,116.830002
2017-05-15,117.519997,117.540001,116.989998,117.139999,5019600,117.139999
2017-05-16,117.449997,117.910004,117.400002,117.650002,4942800,117.650002
2017-05-17,119.360001,120.019997,119.269997,119.790001,13936900,119.790001
2017-05-18,119.769997,119.839996,118.559998,118.809998,10341100,118.809998
2017-05-19,119.389999,119.550003,118.879997,119.400002,6787300,119.400002
2017-05-22,119.629997,120.139999,119.580002,119.900002,5132500,119.900002
2017-05-23,120.129997,120.190002,118.980003,119.139999,8305400,119.139999
2017-05-24,119.07,119.739998,118.919998,119.610001,7025000,119.610001
2017-05-25,119.519997,119.699997,119.290001,119.480003,4105100,119.480003
2017-05-26,120.489998,120.790001,120.330002,120.540001,6791600,120.540001
2017-05-30,120.239998,120.330002,119.949997,120.139999,4507500,120.139999
2017-05-31,120.309998,121.230003,120.260002,120.620003,10360700,120.620003
2017-06-01,120.169998,120.739998,120.059998,120.720001,8702500,120.720001
2017-06-02,121.309998,121.709999,121.190002,121.610001,7268100,121.610001
2017-06-05,121.910004,121.940002,121.580002,121.730003,3979200,121.730003
2017-06-06,123.089996,123.309998,122.769997,123.099998,10798500,123.099998
2017-06-07,122.790001,123.160004,122.019997,122.449997,9039200,122.449997
2017-06-08,122.07,122.080002,120.949997,121.650002,8157700,121.650002
2017-06-09,120.459999,120.910004,120.400002,120.540001,7054700,120.540001
2017-06-12,120.330002,120.690002,120.269997,120.360001,4927400,120.360001
2017-06-13,119.949997,120.709999,119.919998,120.480003,3786600,120.480003
2017-06-14,121.510002,121.879997,119.57,119.82,21124800,119.82
2017-06-15,119.220001,119.5,119.129997,119.32,6796700,119.32
2017-06-16,119.349998,119.5,119.239998,119.339996,6435700,119.339996
2017-06-19,118.739998,118.839996,118.330002,118.43,6787000,118.43
2017-06-20,118.419998,118.459999,118.07,118.18,4617400,118.18
2017-06-21,118.150002,118.660004,118.150002,118.519997,4723700,118.519997
2017-06-22,119.129997,119.199997,118.599998,118.919998,5811900,118.919998
2017-06-23,119.650002,119.660004,119.309998,119.43,9258600,119.43
2017-06-26,118.290001,118.540001,118.169998,118.360001,6593400,118.360001
2017-06-27,118.870003,119.050003,118.480003,118.809998,5759300,118.809998
2017-06-28,119.059998,119.059998,118.690002,118.900002,4220100,118.900002
2017-06-29,117.970001,118.639999,117.910004,118.32,7705200,118.32
2017-06-30,118.080002,118.410004,117.949997,118.019997,7272600,118.019997
2017-07-03,116.540001,116.849998,115.940002,116.089996,12145000,116.089996
2017-07-05,115.910004,116.669998,115.870003,116.519997,7223300,116.519997
2017-07-06,116.580002,116.610001,116.239998,116.470001,4443400,116.470001
2017-07-07,115.779999,115.790001,114.800003,115.279999,11153600,115.279999
2017-07-10,115.019997,115.57,114.830002,115.470001,4970900,115.470001
2017-07-11,115.260002,115.769997,114.879997,115.620003,6637900,115.620003
2017-07-12,116.209999,116.330002,115.870003,116.029999,4654400,116.029999
2017-07-13,116.040001,116.040001,115.669998,115.82,4148900,115.82
2017-07-14,117.040001,117.25,116.639999,116.769997,5788200,116.769997
2017-07-17,117.419998,117.529999,117.230003,117.290001,5170800,117.290001
2017-07-18,117.989998,118.330002,117.879997,118.110001,7158600,118.110001
2017-07-19,118.18,118.269997,117.839996,118.080002,3205100,118.080002
2017-07-20,117.919998,118.620003,117.660004,118.239998,5571600,118.239998
2017-07-21,119,119.389999,118.75,119.260002,10135900,119.260002
2017-07-24,119.519997,119.580002,119.18,119.309998,3654300,119.309998
2017-07-25,118.989998,119.32,118.790001,118.919998,6203000,118.919998
2017-07-26,118.57,120.150002,118.550003,119.879997,8527900,119.879997
2017-07-27,120.099998,120.139999,119.279999,119.790001,6385200,119.790001
2017-07-28,120.150002,120.860001,120.139999,120.690002,7393600,120.690002
2017-07-31,120.5,120.809998,120.449997,120.75,3944600,120.75
2017-08-01,120.440002,121.139999,120.440002,120.650002,7365100,120.650002
2017-08-02,120.510002,121.019997,120.339996,120.400002,5945300,120.400002
2017-08-03,120.309998,120.830002,120.309998,120.589996,4275600,120.589996
2017-08-04,119.970001,120.040001,119.220001,119.650002,8644800,119.650002
2017-08-07,119.43,119.790001,119.43,119.510002,3010100,119.510002
2017-08-08,120.019997,120.120003,118.970001,119.860001,7227200,119.860001
2017-08-09,121.019997,121.550003,120.760002,121.309998,9186200,121.309998
2017-08-10,122.080002,122.440002,122.029999,122.209999,9817900,122.209999
2017-08-11,122.239998,122.830002,122.029999,122.790001,8019500,122.790001
2017-08-14,121.980003,122.239998,121.68,121.919998,5910200,121.919998
2017-08-15,120.599998,121.230003,120.580002,120.980003,6731300,120.980003
2017-08-16,120.660004,122.059998,120.660004,121.870003,8267300,121.870003
2017-08-17,122.290001,122.610001,121.760002,122.489998,8183800,122.489998
2017-08-18,123.370003,123.540001,122,122.300003,13654200,122.300003
2017-08-21,122.540001,122.980003,122.5,122.760002,5549700,122.760002
2017-08-22,122.559998,122.559998,121.849998,122.209999,6493900,122.209999
2017-08-23,122.580002,122.690002,122.309998,122.669998,5038400,122.669998
2017-08-24,122.389999,122.639999,122.129997,122.290001,4193400,122.290001
2017-08-25,122.769997,123.019997,121.290001,122.739998,12398200,122.739998
2017-08-28,123.330002,124.730003,123.330002,124.690002,11578300,124.690002
2017-08-29,125.809998,125.870003,124.050003,124.419998,9861500,124.419998
2017-08-30,124.330002,124.620003,124.160004,124.360001,6328400,124.360001
2017-08-31,124.580002,125.839996,124.550003,125.82,11775500,125.82
2017-09-01,126.010002,126.169998,125.120003,126.059998,11567400,126.059998
2017-09-05,126.650002,127.779999,126.57,127.459999,11813100,127.459999
2017-09-06,127.339996,127.440002,126.550003,126.809998,10059300,126.809998
2017-09-07,127.559998,128.320007,127.389999,128.130005,10219700,128.130005
2017-09-08,128.210007,128.300003,127.589996,127.970001,9020000,127.970001
2017-09-11,126.739998,126.940002,126.050003,126.190002,9126600,126.190002
2017-09-12,126.029999,126.589996,125.940002,126.559998,8349000,126.559998
2017-09-13,126.400002,126.449997,125.5,125.610001,8491000,125.610001
2017-09-14,125.660004,126.440002,125.620003,126.160004,5330700,126.160004
2017-09-15,125.989998,125.989998,125.410004,125.529999,8375100,125.529999
2017-09-18,124.709999,124.760002,123.970001,124.360001,8859800,124.360001
2017-09-19,124.489998,124.650002,124.029999,124.620003,5826500,124.620003
2017-09-20,124.68,125.059998,123.150002,123.620003,11415400,123.620003
2017-09-21,122.559998,123.07,122.489998,122.68,7757900,122.68
2017-09-22,123.029999,123.389999,122.93,123.239998,6011900,123.239998
2017-09-25,122.779999,124.660004,122.709999,124.529999,10257200,124.529999
2017-09-26,123.57,123.809998,122.900002,123.139999,8673600,123.139999
2017-09-27,122.040001,122.510002,121.879997,121.980003,6903900,121.980003
2017-09-28,122.040001,122.480003,121.830002,122.209999,5968200,122.209999
2017-09-29,122.290001,122.300003,121.550003,121.580002,10208000,121.580002
2017-10-02,121.169998,121.339996,120.739998,120.769997,11755400,120.769997
2017-10-03,120.720001,121.099998,120.699997,120.830002,3728700,120.830002
2017-10-04,121.209999,121.269997,120.709999,121.169998,6475200,121.169998
2017-10-05,121.150002,121.239998,120.400002,120.519997,6205400,120.519997
2017-10-06,120.260002,121.209999,119.779999,121.089996,10013300,121.089996
2017-10-09,121.639999,122.110001,121.550003,122.080002,5264100,122.080002
2017-10-10,122.620003,122.970001,122.360001,122.400002,9315500,122.400002
2017-10-11,122.57,122.879997,122.029999,122.790001,5649400,122.790001
2017-10-12,122.839996,123.040001,122.5,122.889999,3037600,122.889999
2017-10-13,123.660004,123.860001,123.339996,123.82,6820300,123.82
2017-10-16,123.82,123.970001,122.57,122.970001,8202000,122.970001
2017-10-17,122.029999,122.32,121.730003,122.129997,7041300,122.129997
2017-10-18,121.709999,121.940002,121.550003,121.669998,3666400,121.669998
2017-10-19,122.199997,122.550003,122.110001,122.389999,5567300,122.389999
2017-10-20,121.68,121.980003,121.389999,121.610001,8481100,121.610001
2017-10-23,120.980003,121.900002,120.959999,121.800003,5069700,121.800003
2017-10-24,121.260002,121.709999,120.980003,121.330002,5114100,121.330002
2017-10-25,121.309998,121.589996,120.839996,121.349998,4282400,121.349998
2017-10-26,121.160004,121.160004,120.220001,120.330002,6438800,120.330002
2017-10-27,120.379997,120.989998,120.209999,120.900002,6664200,120.900002
2017-10-30,120.379997,121.470001,120.379997,121.129997,5119200,121.129997
2017-10-31,120.82,120.839996,120.379997,120.669998,3910500,120.669998
2017-11-01,120.980003,121.550003,120.839996,121.110001,4647800,121.110001
2017-11-02,121.290001,121.959999,121.050003,121.190002,5369500,121.190002
2017-11-03,121.360001,121.43,120.18,120.620003,6330600,120.620003
2017-11-06,120.720001,121.849998,120.68,121.650002,6953800,121.650002
2017-11-07,121.510002,121.559998,120.779999,121.209999,4165900,121.209999
2017-11-08,121.949997,122.25,121.589996,121.629997,5565200,121.629997
2017-11-09,121.849998,122.410004,121.730003,122.129997,6072400,122.129997
2017-11-10,121.989998,122.110001,120.940002,121.129997,7116200,121.129997
2017-11-13,121.43,121.550003,121.269997,121.309998,6249300,121.309998
2017-11-14,120.900002,121.910004,120.769997,121.559998,6189000,121.559998
2017-11-15,122.129997,122.360001,121.25,121.410004,4984800,121.410004
2017-11-16,121.449997,121.709999,121.290001,121.400002,2796500,121.400002
2017-11-17,122.150002,123.169998,121.949997,122.860001,10614000,122.860001
2017-11-20,122.300003,122.410004,121.040001,121.309998,8356700,121.309998
2017-11-21,121.669998,122,121.5,121.510002,4956500,121.510002
2017-11-22,122.260002,122.949997,122.169998,122.629997,5211800,122.629997
2017-11-24,122.360001,122.610001,122.220001,122.32,1779700,122.32
2017-11-27,123.260002,123.330002,122.669998,122.830002,4961200,122.830002
2017-11-28,123.050003,123.169998,122.529999,122.809998,5603100,122.809998
2017-11-29,122.239998,122.330002,121.739998,122.040001,6138900,122.040001
2017-11-30,121.440002,121.699997,120.639999,121.099998,7936300,121.099998
2017-12-01,120.940002,122.43,120.739998,121.589996,13080100,121.589996
2017-12-04,121.150002,121.199997,120.839996,121.18,6943700,121.18
2017-12-05,120.099998,120.510002,119.720001,120.32,10041200,120.32
2017-12-06,120.040001,120.440002,119.870003,120.07,6643000,120.07
2017-12-07,119.010002,119.239998,118.099998,118.489998,12900200,118.489998
2017-12-08,118.489998,118.919998,118.330002,118.480003,5231300,118.480003
2017-12-11,118.370003,118.540001,117.800003,118.010002,4522200,118.010002
2017-12-12,117.650002,118.169998,117.400002,118.150002,8020100,118.150002
2017-12-13,118.190002,119.349998,118.010002,119.169998,10086700,119.169998
2017-12-14,119.099998,119.290001,118.709999,118.93,6993600,118.93
2017-12-15,119.410004,119.5,118.970001,119.18,7532000,119.18
2017-12-18,119.629997,119.989998,119.599998,119.730003,5452200,119.730003
2017-12-19,119.669998,119.900002,119.529999,119.82,4018900,119.82
2017-12-20,119.980003,120.360001,119.809998,120.139999,5734600,120.139999
2017-12-21,120.07,120.449997,120,120.309998,4823700,120.309998
2017-12-22,120.669998,121.139999,120.57,120.940002,5791300,120.940002
2017-12-26,121.550003,121.870003,121.510002,121.769997,8224400,121.769997
2017-12-27,122,122.339996,121.879997,122.230003,6232700,122.230003
2017-12-28,122.82,122.919998,122.559998,122.849998,5732700,122.849998
2017-12-29,123.699997,124.089996,123.459999,123.650002,7852100,123.650002
2018-01-02,124.660004,125.18,124.389999,125.150002,11762500,125.150002
2018-01-03,125.050003,125.089996,124.099998,124.82,7904300,124.82
2018-01-04,124.889999,125.849998,124.739998,125.459999,7329700,125.459999
2018-01-05,124.93,125.480003,124.830002,125.330002,5739900,125.330002
2018-01-08,125.199997,125.32,124.900002,125.309998,3566700,125.309998
2018-01-09,124.489998,124.860001,124.230003,124.730003,9153600,124.730003
2018-01-10,125.169998,125.309998,124.720001,125.029999,14809300,125.029999
2018-01-11,125.370003,125.660004,125.25,125.440002,5994700,125.440002
2018-01-12,126.010002,127.129997,125.809998,126.959999,9258600,126.959999
2018-01-16,126.599998,127.18,126.400002,127.169998,8083900,127.169998
2018-01-17,126.769997,127.220001,125.900002,126.139999,10095000,126.139999
2018-01-18,126.129997,126.519997,125.800003,125.860001,6289300,125.860001
2018-01-19,126.57,126.730003,126.410004,126.419998,8773800,126.419998
2018-01-22,126.510002,126.75,126.279999,126.650002,4893500,126.650002
2018-01-23,126.529999,127.349998,126.339996,127.279999,6190400,127.279999
2018-01-24,128.389999,129.259995,128.229996,128.830002,11827600,128.830002
2018-01-25,128.690002,129.509995,127.360001,127.970001,15219700,127.970001
2018-01-26,128.240005,128.520004,127.970001,128.070007,7828700,128.070007
2018-01-29,127.580002,127.629997,126.919998,127.349998,6956400,127.349998
2018-01-30,127.910004,127.919998,126.739998,126.800003,9736100,126.800003
2018-01-31,127.449997,127.849998,126.400002,127.650002,13418900,127.650002
2018-02-01,127.18,128.149994,127.080002,128.070007,10854600,128.070007
2018-02-02,126.809998,126.849998,125.959999,126.389999,16789200,126.389999
2018-02-05,126.82,127.309998,126.440002,126.709999,13596300,126.709999
2018-02-06,126.540001,126.550003,125.220001,125.379997,17672500,125.379997
2018-02-07,125.480003,125.769997,124.410004,124.790001,8558500,124.790001
2018-02-08,124.919998,125.440002,124.510002,124.980003,7343600,124.980003
2018-02-09,124.650002,125.139999,124.389999,124.769997,14140700,124.769997
2018-02-12,125.190002,125.82,125.110001,125.370003,6984900,125.370003
2018-02-13,125.669998,126.18,125.519997,126.080002,5321300,126.080002
2018-02-14,126.470001,128.589996,126.290001,128.229996,16416400,128.229996
2018-02-15,128.429993,128.570007,127.940002,128.380005,7276500,128.380005
2018-02-16,128.300003,128.699997,127.57,127.959999,7956900,127.959999
2018-02-20,127.279999,127.400002,126.040001,126.239998,11148700,126.239998
2018-02-21,126.360001,126.760002,125.440002,125.660004,7908800,125.660004
2018-02-22,125.919998,126.370003,125.879997,126.300003,5346300,126.300003
2018-02-23,126.059998,126.300003,125.849998,126.139999,4239700,126.139999
2018-02-26,126.449997,126.620003,126.18,126.449997,3194300,126.449997
2018-02-27,126.059998,126.150002,124.589996,125.129997,7082300,125.129997
2018-02-28,125.089996,125.459999,124.809998,125,4534900,125
2018-03-01,124.150002,125.309998,123.580002,124.720001,12910100,124.720001
2018-03-02,125.669998,125.690002,124.970001,125.389999,9994300,125.389999
2018-03-05,125.349998,125.480003,124.959999,125.18,5778300,125.18
2018-03-06,126.199997,126.959999,126.129997,126.529999,8676800,126.529999
2018-03-07,126.220001,126.290001,125.419998,125.720001,5158700,125.720001
2018-03-08,125.690002,125.699997,125.129997,125.419998,3474900,125.419998
2018-03-09,124.940002,125.690002,124.779999,125.540001,5066800,125.540001
2018-03-12,125.040001,125.57,124.839996,125.540001,2884300,125.540001
2018-03-13,125.669998,125.989998,125.050003,125.779999,4798300,125.779999
2018-03-14,125.489998,125.760002,125.339996,125.699997,3777000,125.699997
2018-03-15,125.120003,125.209999,124.720001,124.900002,6130100,124.900002
2018-03-16,124.839996,124.870003,124.209999,124.599998,7402200,124.599998
2018-03-19,124.57,125.160004,124.419998,124.870003,4335400,124.870003
2018-03-20,124.410004,124.550003,123.959999,124.309998,3399400,124.309998
2018-03-21,125.400002,126.760002,125.029999,126.480003,12532000,126.480003
2018-03-22,126.089996,126.339996,125.639999,125.980003,5298700,125.980003
2018-03-23,127.82,128.059998,127.610001,127.610001,12025900,127.610001
2018-03-26,128.050003,128.580002,128.009995,128.279999,6169800,128.279999
2018-03-27,127.230003,127.620003,127.050003,127.489998,6180700,127.489998
2018-03-28,126.480003,126.610001,125.510002,125.730003,10254900,125.730003
2018-03-29,125.419998,125.809998,125.309998,125.790001,7102000,125.790001
2018-04-02,126.650002,127.540001,126.379997,127.260002,11421100,127.260002
2018-04-03,126.540001,126.589996,126.010002,126.300003,6083700,126.300003
2018-04-04,127.5,127.529999,126.32,126.449997,7488300,126.449997
2018-04-05,125.449997,126.080002,125.43,125.800003,5333000,125.800003
2018-04-06,126.57,126.599998,126.129997,126.389999,6121200,126.389999
2018-04-09,126.449997,126.860001,126.230003,126.82,4189900,126.82
2018-04-10,127.019997,127.309998,126.669998,127.120003,5268800,127.120003
2018-04-11,128.089996,129.470001,127.779999,128.110001,12348600,128.110001
2018-04-12,127.25,127.339996,126.470001,126.620003,8141300,126.620003
